Mes,ID_Máquina,ID_Producto_principal,Días_operación,Horas_programadas,Parada_programada_h,Parada_operacional_h,Parada_no_programada_h,Tiempo_operativo_h,Cantidad_programada,Producción_total,Rechazadas_total,Aprobadas_total,%_Defectuosas,D01,D02,D03,D04,D05,D06,D07,D08,D09,ID_Defecto_principal,ID_Causa_principal,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F14,Total_eventos,Parada_NP_min,ID_Falla_principal,Paros_auto_hilo,Escalamientos,actividades_mantenimiento,actividades_correctivas,duracion_correctiva_min,reincidencias,mes_num,criticidad_amef,eventos_por_1000_piezas,parada_min_por_evento,objetivo_Total_eventos,objetivo_Parada_NP_min,objetivo_%_Defectuosas,objetivo_Escalamientos,objetivo_reincidencias,objetivo_criticidad_amef,Mes_objetivo,rank_Total_eventos,rank_Parada_NP_min,rank_%_Defectuosas,rank_Escalamientos,rank_reincidencias,rank_criticidad_amef,puntaje_riesgo_objetivo,riesgo_mes_siguiente
2025-09,M05,P03,26,260,13.16,1.36,1.91,243.57,22070,21131,480,20651,0.02271544176801855,57,4,121,103,11,106,21,0,57,D03,C09,5,4,32,9,9,2,1,9,3,1,0,0,75,114.53,F03,32,0,65,13,19.85,1,9,16242.0,3.5492877762528985,1.5270666666666666,89.0,315.78,0.02745974122684539,3.0,2.0,20688.0,2025-10,0.4318181818181818,0.6090909090909091,0.3939393939393939,0.740909090909091,0.30303030303030304,0.5151515151515151,0.49898989898989904,medio
2025-10,M05,P03,27,270,14.17,1.44,5.26,249.13,22867,21486,590,20896,0.02745974122684539,85,69,123,78,16,59,21,46,93,D03,C10,6,2,32,7,11,3,9,9,3,4,3,0,89,315.78,F03,32,3,73,18,63.87,2,10,20688.0,4.142232151168202,3.548089887640449,90.0,270.87,0.03276068717538953,2.0,2.0,20042.0,2025-11,0.4590909090909091,0.44242424242424244,0.6393939393939394,0.5621212121212121,0.30303030303030304,0.45151515151515154,0.47626262626262633,medio
2025-11,M05,P03,25,250,12.15,1.43,4.51,231.9,21252,20024,656,19368,0.03276068717538953,71,96,126,95,48,54,41,36,89,D03,C10,4,2,41,5,8,2,6,8,4,8,2,0,90,270.87,F03,41,2,69,20,60.19,2,11,20042.0,4.49460647223332,3.009666666666667,88.0,315.08,0.03311074012242626,3.0,3.0,20858.0,2025-12,0.3984848484848485,0.603030303030303,0.6515151515151515,0.740909090909091,0.6439393939393939,0.5333333333333333,0.5952020202020202,medio
2025-01,M06,P03,27,270,14.17,1.43,4.34,250.06,22869,21563,532,21031,0.024671891666280202,8,63,144,63,44,57,8,25,120,D03,C10,1,3,38,10,9,5,6,7,1,7,1,0,88,260.46,F03,38,1,68,13,38.48,2,1,18516.0,4.081064786903491,2.959772727272727,85.0,291.8,0.03159928966886034,3.0,2.0,17962.0,2025-02,0.32575757575757575,0.5181818181818182,0.5818181818181818,0.740909090909091,0.30303030303030304,0.23333333333333334,0.4505050505050506,medio
2025-02,M06,P03,24,240,12.15,1.25,4.86,221.74,20370,19146,605,18541,0.03159928966886034,74,24,107,45,19,79,20,104,133,D09,C11,3,5,35,9,7,8,3,6,2,4,3,0,85,291.8,F03,35,3,65,17,58.36,2,2,17962.0,4.439569622897733,3.4329411764705884,90.0,322.6,0.027117992114626406,5.0,2.0,19416.0,2025-03,0.4590909090909091,0.6363636363636364,0.36666666666666664,0.9621212121212122,0.30303030303030304,0.3878787878787879,0.5191919191919192,medio
2025-03,M06,P03,26,260,13.16,1.31,5.38,240.16,22070,20798,564,20234,0.027117992114626406,52,21,155,61,12,78,42,89,54,D03,C11,4,2,38,10,8,3,3,11,5,1,5,0,90,322.6,F03,38,5,69,17,60.94,2,3,19416.0,4.327339167227619,3.5844444444444448,105.0,378.07,0.04094900781136286,2.0,4.0,24762.0,2025-04,0.7424242424242424,0.7878787878787878,0.8575757575757575,0.5621212121212121,0.8393939393939394,0.803030303030303,0.7654040404040403,alto
2025-04,M06,P03,26,260,13.16,1.51,6.3,239.02,22055,20611,844,19767,0.04094900781136286,144,59,188,121,49,56,28,57,142,D03,C10,8,3,38,15,10,2,6,4,7,10,2,0,105,378.07,F03,38,2,82,30,108.02,4,4,24762.0,5.094367085536849,3.6006666666666667,96.0,290.46,0.0289198928208445,4.0,2.0,21558.0,2025-05,0.5924242424242424,0.5151515151515151,0.4696969696969697,0.8833333333333333,0.30303030303030304,0.6151515151515151,0.5631313131313131,medio
2025-05,M06,P03,27,270,13.17,1.62,4.84,250.37,22942,21646,626,21020,0.0289198928208445,70,17,164,75,9,58,14,97,122,D03,C05,5,0,42,9,14,3,4,9,2,4,4,0,96,290.46,F03,42,4,68,15,45.38,2,5,21558.0,4.4349995380208815,3.025625,97.0,402.06,0.03299428166590759,4.0,3.0,21040.0,2025-06,0.6181818181818182,0.8424242424242424,0.6454545454545455,0.8833333333333333,0.6439393939393939,0.5666666666666667,0.7000000000000001,alto
2025-06,M06,P03,25,250,13.16,1.18,6.7,228.96,21187,19761,652,19109,0.03299428166590759,87,84,143,66,31,44,8,94,95,D03,C10,5,4,41,9,9,6,5,7,2,5,4,0,97,402.06,F03,41,4,71,20,82.9,3,6,21040.0,4.908658468700977,4.144948453608247,91.0,378.91,0.02897809200427927,4.0,3.0,20494.0,2025-07,0.47878787878787876,0.7909090909090909,0.4727272727272727,0.8833333333333333,0.6439393939393939,0.49696969696969695,0.6277777777777778,medio
2025-07,M06,P03,27,270,13.17,1.28,6.32,249.24,22974,21499,623,20876,0.02897809200427927,92,110,81,43,14,76,14,102,91,D02,C10,6,3,35,8,6,5,4,11,2,7,4,0,91,378.91,F03,35,4,75,22,91.61,3,7,20494.0,4.232755011861017,4.163846153846154,92.0,353.73,0.03233939393939394,4.0,3.0,20118.0,2025-08,0.5,0.7242424242424242,0.6181818181818182,0.8833333333333333,0.6439393939393939,0.4636363636363636,0.6388888888888888,medio
2025-08,M06,P03,26,260,13.16,1.32,5.9,239.62,22069,20625,667,19958,0.03233939393939394,97,44,170,100,15,69,26,84,62,D03,C10,5,3,38,14,7,2,2,7,5,5,4,0,92,353.73,F03,38,4,74,22,84.59,3,8,20118.0,4.460606060606061,3.844891304347826,94.0,244.78,0.02853859413905382,1.0,2.0,19818.0,2025-09,0.5424242424242425,0.3696969696969697,0.4484848484848485,0.3878787878787879,0.30303030303030304,0.4212121212121212,0.41212121212121217,medio
2025-09,M06,P03,26,260,13.16,1.28,4.08,241.48,22077,20884,596,20288,0.02853859413905382,126,84,155,17,28,71,0,10,105,D03,C10,7,2,45,10,7,3,3,9,1,6,1,0,94,244.78,F03,45,1,69,17,44.27,2,9,19818.0,4.50105343803869,2.6040425531914893,85.0,428.01,0.03468641604949845,4.0,3.0,21026.0,2025-10,0.32575757575757575,0.8818181818181818,0.7151515151515152,0.8833333333333333,0.6439393939393939,0.5636363636363636,0.668939393939394,alto
2025-10,M06,P03,27,270,14.17,1.51,7.13,247.19,22861,21334,740,20594,0.03468641604949845,127,83,141,57,89,55,0,92,96,D03,C10,8,2,28,10,10,3,2,7,2,9,4,0,85,428.01,F03,28,4,80,25,125.88,3,10,21026.0,3.98425049217212,5.0354117647058825,93.0,272.09,0.029176658673061552,0.0,2.0,20912.0,2025-11,0.5242424242424243,0.44545454545454544,0.48787878787878786,0.15151515151515152,0.30303030303030304,0.5393939393939394,0.4085858585858586,medio
2025-11,M06,P03,25,250,12.15,1.15,4.53,232.16,21278,20016,584,19432,0.029176658673061552,38,93,126,77,54,60,0,0,136,D09,C10,3,1,41,8,12,2,4,11,1,10,0,0,93,272.09,F03,41,0,64,15,43.88,2,11,20912.0,4.646282973621103,2.9256989247311824,98.0,275.73,0.026731752673175267,1.0,2.0,20448.0,2025-12,0.6454545454545455,0.4575757575757576,0.3484848484848485,0.3878787878787879,0.30303030303030304,0.49393939393939396,0.43939393939393945,medio
2025-01,M07,P02,27,270,14.17,1.35,6.0,248.49,22871,21481,699,20782,0.03254038452586006,54,49,147,183,33,34,37,76,86,D04,C09,3,2,33,11,10,3,2,9,5,4,4,0,86,359.75,F03,33,4,73,18,75.3,2,1,19488.0,4.003538010334714,4.183139534883721,77.0,203.35,0.019117189928504818,1.0,1.0,15408.0,2025-02,0.13484848484848486,0.21212121212121213,0.04242424242424243,0.3878787878787879,0.04696969696969697,0.05606060606060606,0.14671717171717172,bajo
2025-02,M07,P02,24,240,12.15,1.29,3.39,223.17,20368,19302,369,18933,0.019117189928504818,15,15,137,43,0,60,0,26,73,D03,C04,1,2,34,12,7,6,2,8,1,3,1,0,77,203.35,F03,34,1,56,8,21.13,1,2,15408.0,3.9892239146202466,2.6409090909090907,72.0,196.65,0.019277568354249177,1.0,2.0,15870.0,2025-03,0.06818181818181818,0.18484848484848485,0.051515151515151514,0.3878787878787879,0.30303030303030304,0.07878787878787878,0.17904040404040403,bajo
2025-03,M07,P02,26,260,13.16,1.37,3.28,242.19,22070,20957,404,20553,0.019277568354249177,74,30,123,40,6,41,0,19,71,D03,C05,4,5,28,11,9,3,1,5,1,4,1,0,72,196.65,F03,28,1,67,15,40.97,2,3,15870.0,3.4356062413513384,2.73125,82.0,173.1,0.023251390804051163,0.0,2.0,18380.0,2025-04,0.24848484848484848,0.09393939393939393,0.1696969696969697,0.15151515151515152,0.30303030303030304,0.2803030303030303,0.2078282828282828,bajo
2025-04,M07,P02,26,260,13.16,1.06,2.88,242.89,22096,21031,489,20542,0.023251390804051163,86,27,158,54,22,55,32,0,55,D03,C05,6,2,33,10,9,3,4,7,4,4,0,0,82,173.1,F03,33,0,68,16,33.78,2,4,18380.0,3.8990062289001948,2.1109756097560974,80.0,260.78,0.024887086367407135,2.0,2.0,17884.0,2025-05,0.19242424242424241,0.42727272727272725,0.2545454545454545,0.5621212121212121,0.30303030303030304,0.22424242424242424,0.3272727272727272,bajo
2025-05,M07,P02,27,270,13.17,1.31,4.35,251.17,22968,21698,540,21158,0.024887086367407135,118,52,103,52,36,41,5,43,90,D01,C10,5,5,31,7,7,4,4,8,1,6,2,0,80,260.78,F03,31,2,72,19,61.94,2,5,17884.0,3.6869757581343903,3.2597499999999995,64.0,283.42,0.024490203918432627,2.0,2.0,14516.0,2025-06,0.022727272727272728,0.4818181818181818,0.23030303030303031,0.5621212121212121,0.30303030303030304,0.024242424242424242,0.2707070707070707,bajo
2025-06,M07,P02,25,250,13.16,1.41,4.72,230.71,21164,20008,490,19518,0.024490203918432627,32,70,115,72,32,80,13,23,53,D03,C10,2,2,22,12,5,3,1,5,3,7,2,0,64,283.42,F03,22,2,67,16,70.85,2,6,14516.0,3.198720511795282,4.4284375,75.0,235.7,0.019789221777348244,3.0,2.0,15924.0,2025-07,0.10151515151515152,0.32727272727272727,0.05454545454545454,0.740909090909091,0.30303030303030304,0.08484848484848485,0.2686868686868687,bajo
2025-07,M07,P02,27,270,13.17,1.42,3.93,251.48,22962,21729,430,21299,0.019789221777348244,23,6,103,64,20,43,5,89,77,D03,C11,1,1,35,7,6,3,3,7,4,5,3,0,75,235.7,F03,35,3,67,14,44.0,2,7,15924.0,3.451608449537485,3.1426666666666665,78.0,267.43,0.020835329054507138,3.0,2.0,15946.0,2025-08,0.15606060606060607,0.4393939393939394,0.09393939393939393,0.740909090909091,0.30303030303030304,0.08787878787878788,0.30353535353535355,bajo
2025-08,M07,P02,26,260,13.16,1.48,4.46,240.9,22058,20878,435,20443,0.020835329054507138,63,39,95,22,29,56,13,62,56,D03,C10,3,3,37,8,4,2,3,9,2,4,3,0,78,267.43,F03,37,3,67,15,51.43,2,8,15946.0,3.7359900373599007,3.4285897435897437,87.0,362.6,0.029769371803531796,5.0,2.0,20362.0,2025-09,0.36818181818181817,0.7424242424242424,0.5181818181818182,0.9621212121212122,0.30303030303030304,0.4818181818181818,0.5626262626262627,medio
2025-09,M07,P02,26,260,13.16,1.4,6.04,239.4,22063,20726,617,20109,0.029769371803531796,94,31,123,67,44,33,24,124,77,D08,C11,6,1,34,7,9,5,1,10,3,6,5,0,87,362.6,F03,34,5,73,21,87.53,2,9,20362.0,4.197626170027984,4.167816091954023,83.0,419.94,0.02761736214605067,7.0,2.0,18430.0,2025-10,0.2727272727272727,0.8727272727272727,0.403030303030303,0.9984848484848485,0.30303030303030304,0.2909090909090909,0.5234848484848486,medio
2025-10,M07,P02,27,270,14.17,1.48,7.0,247.35,22866,21472,593,20879,0.02761736214605067,75,19,129,74,25,44,16,123,88,D03,C11,5,2,33,13,7,1,1,8,2,4,7,0,83,419.94,F03,33,7,75,20,101.19,2,10,18430.0,3.865499254843517,5.059518072289157,76.0,307.39,0.02274090363854458,1.0,2.0,16618.0,2025-11,0.11666666666666667,0.5818181818181818,0.15454545454545454,0.3878787878787879,0.30303030303030304,0.12121212121212122,0.2775252525252525,bajo
2025-11,M07,P02,25,250,12.15,1.39,5.12,231.33,21256,20008,455,19553,0.02274090363854458,84,56,188,29,21,0,0,0,77,D03,C05,5,3,32,11,9,2,3,5,0,5,0,1,76,307.39,F03,32,1,63,14,56.62,2,11,16618.0,3.7984806077568973,4.044605263157894,71.0,170.25,0.018665443705572115,0.0,2.0,15276.0,2025-12,0.05606060606060606,0.08181818181818182,0.03636363636363636,0.15151515151515152,0.30303030303030304,0.045454545454545456,0.11237373737373739,bajo
2025-01,M08,P02,27,270,14.17,1.53,7.67,246.63,22861,21174,835,20339,0.03943515632379333,101,47,180,166,10,54,24,153,100,D03,C11,5,2,47,10,18,1,4,13,5,5,7,0,117,460.1,F03,47,7,79,24,94.38,4,1,27364.0,5.525644658543496,3.9324786324786327,91.0,303.26,0.03340347185691741,0.0,4.0,21694.0,2025-02,0.47878787878787876,0.5575757575757576,0.6666666666666666,0.15151515151515152,0.8393939393939394,0.6242424242424243,0.5530303030303031,medio
2025-02,M08,P02,24,240,12.15,1.1,5.05,221.7,20381,19010,635,18375,0.03340347185691741,138,59,102,107,36,18,79,0,96,D01,C09,7,4,33,9,9,3,5,6,5,10,0,0,91,303.26,F03,33,0,74,26,86.65,4,2,21694.0,4.786954234613361,3.3325274725274725,106.0,366.42,0.038308602463388616,3.0,4.0,25214.0,2025-03,0.753030303030303,0.7515151515151515,0.8,0.740909090909091,0.8393939393939394,0.8242424242424242,0.7848484848484848,alto
2025-03,M08,P02,26,260,13.16,1.37,6.11,239.36,22069,20622,790,19832,0.038308602463388616,140,51,180,99,28,105,27,72,88,D03,C05,8,4,41,9,16,1,3,12,2,7,3,0,106,366.42,F03,41,3,76,24,82.96,4,3,25214.0,5.140141596353409,3.456792452830189,107.0,338.0,0.03536307707213099,3.0,3.0,24356.0,2025-04,0.7651515151515151,0.6878787878787879,0.7303030303030303,0.740909090909091,0.6439393939393939,0.7818181818181819,0.7250000000000001,alto
2025-04,M08,P02,26,260,13.16,1.33,5.63,239.87,22073,20643,730,19913,0.03536307707213099,82,35,214,127,24,89,21,50,88,D03,C05,6,1,44,14,16,2,5,7,3,6,3,0,107,338.0,F03,44,3,71,19,60.02,3,4,24356.0,5.183355132490433,3.1588785046728973,99.0,432.1,0.034207578868769836,5.0,3.0,20932.0,2025-05,0.6636363636363637,0.8848484848484849,0.7,0.9621212121212122,0.6439393939393939,0.5424242424242425,0.7328282828282829,alto
2025-05,M08,P02,27,270,13.17,1.48,7.2,248.15,22954,21428,733,20695,0.034207578868769836,46,55,115,120,54,56,38,148,101,D08,C11,3,5,44,10,7,4,3,9,4,5,5,0,99,432.1,F03,44,5,75,22,96.02,3,5,20932.0,4.620123203285421,4.364646464646465,109.0,353.6,0.041520912547528516,2.0,4.0,24568.0,2025-06,0.7863636363636364,0.7212121212121212,0.8727272727272727,0.5621212121212121,0.8393939393939394,0.7909090909090909,0.7621212121212121,alto
2025-06,M08,P02,25,250,13.16,1.3,5.89,229.65,21178,19725,819,18906,0.041520912547528516,119,54,212,98,40,70,6,64,156,D03,C10,6,3,47,8,11,4,6,9,3,10,2,0,109,353.6,F03,47,2,75,24,77.86,4,6,24568.0,5.52598225602028,3.2440366972477066,111.0,449.96,0.042012472452759415,4.0,4.0,24908.0,2025-07,0.8136363636363636,0.9090909090909091,0.8787878787878788,0.8833333333333333,0.8393939393939394,0.8090909090909091,0.8555555555555555,alto
2025-07,M08,P02,27,270,13.17,1.47,7.5,247.87,22958,21327,896,20431,0.042012472452759415,176,109,180,71,43,93,12,63,149,D03,C10,8,7,42,15,12,5,4,6,1,7,4,0,111,449.96,F03,42,4,80,27,109.45,4,7,24908.0,5.204670136446757,4.053693693693694,118.0,501.32,0.046675191815856776,2.0,5.0,26884.0,2025-08,0.8666666666666667,0.9393939393939394,0.9454545454545454,0.5621212121212121,0.9378787878787879,0.8727272727272727,0.854040404040404,alto
2025-08,M08,P02,26,260,13.16,1.42,8.36,237.06,22060,20332,949,19383,0.046675191815856776,107,207,136,62,77,75,36,40,209,D09,C10,4,6,44,12,8,6,6,10,5,15,2,0,118,501.32,F03,44,2,84,32,135.95,5,8,26884.0,5.8036592563446785,4.248474576271186,109.0,729.54,0.03239247978570366,2.0,3.0,24148.0,2025-09,0.7863636363636364,0.9696969696969697,0.6212121212121212,0.5621212121212121,0.6439393939393939,0.7666666666666667,0.7250000000000001,alto
2025-09,M08,P02,26,260,13.16,1.11,12.16,233.57,22089,20159,653,19506,0.03239247978570366,64,23,200,77,17,130,30,18,94,D03,C05,3,4,44,14,14,2,5,10,7,4,1,1,109,729.54,F03,44,2,72,20,133.86,3,9,24148.0,5.407014236817303,6.69302752293578,122.0,370.87,0.035766183846622605,3.0,4.0,28094.0,2025-10,0.8954545454545455,0.7696969696969697,0.7484848484848485,0.740909090909091,0.8393939393939394,0.9272727272727272,0.8202020202020202,alto
2025-10,M08,P02,27,270,14.17,1.6,6.18,248.05,22855,21333,763,20570,0.035766183846622605,170,57,213,84,6,22,24,89,98,D03,C01,10,5,49,9,16,6,3,13,3,5,3,0,122,370.87,F03,49,3,81,26,79.04,4,10,28094.0,5.718839356864951,3.0399180327868853,92.0,336.28,0.03580781627719581,5.0,4.0,20534.0,2025-11,0.5,0.6818181818181818,0.7515151515151515,0.9621212121212122,0.8393939393939394,0.503030303030303,0.7063131313131313,alto
2025-11,M08,P02,25,250,12.15,1.3,5.6,230.94,21265,19856,711,19145,0.03580781627719581,166,21,137,87,5,91,32,116,56,D01,C01,9,5,40,7,7,0,4,9,2,4,5,0,92,336.28,F03,40,5,74,25,91.38,4,11,20534.0,4.633360193392425,3.6552173913043475,115.0,416.5,0.041266569862757035,3.0,4.0,25504.0,2025-12,0.8393939393939394,0.8666666666666667,0.8666666666666667,0.740909090909091,0.8393939393939394,0.8393939393939394,0.8320707070707071,alto
2025-01,M09,P02,27,270,14.17,1.38,3.66,250.78,22875,21746,552,21194,0.025383978662742574,52,25,152,176,14,37,22,27,47,D04,C09,3,1,40,11,9,4,7,6,7,2,2,0,92,219.7,F03,40,2,70,15,35.82,2,1,19568.0,4.230663110457096,2.3880434782608693,73.0,240.06,0.030191610564474367,2.0,2.0,16854.0,2025-02,0.07727272727272727,0.3606060606060606,0.5272727272727272,0.5621212121212121,0.30303030303030304,0.13333333333333333,0.32727272727272727,bajo
2025-02,M09,P02,24,240,12.15,1.25,4.0,222.6,20371,19310,583,18727,0.030191610564474367,98,28,167,99,19,65,19,39,49,D03,C05,7,1,30,10,8,0,0,8,3,4,2,0,73,240.06,F03,30,2,65,17,55.91,2,2,16854.0,3.7804246504401866,3.2884931506849315,95.0,309.17,0.028041893913798927,2.0,1.0,20390.0,2025-03,0.5666666666666667,0.5909090909090909,0.42424242424242425,0.5621212121212121,0.04696969696969697,0.48484848484848486,0.44595959595959594,medio
2025-03,M09,P02,26,260,13.16,1.23,5.15,240.45,22080,20719,581,20138,0.028041893913798927,6,90,136,49,44,56,16,48,136,D03,C10,1,0,42,12,11,2,5,11,1,8,2,0,95,309.17,F03,42,2,64,12,39.05,1,3,20390.0,4.58516337661084,3.2544210526315793,97.0,870.49,0.0325574395505167,5.0,3.0,22052.0,2025-04,0.6181818181818182,0.990909090909091,0.6272727272727273,0.9621212121212122,0.6439393939393939,0.6636363636363637,0.751010101010101,alto
2025-04,M09,P02,26,260,13.16,1.44,14.51,230.89,22060,19934,649,19285,0.0325574395505167,142,35,140,45,57,41,0,78,111,D01,C10,10,2,39,9,6,3,5,10,1,7,4,1,97,870.49,F03,39,5,77,25,224.35,3,4,22052.0,4.866057991371526,8.974123711340207,84.0,216.46,0.024975852076721403,1.0,2.0,18872.0,2025-05,0.29848484848484846,0.2606060606060606,0.25757575757575757,0.3878787878787879,0.30303030303030304,0.32727272727272727,0.3058080808080808,bajo
2025-05,M09,P02,27,270,13.17,1.24,3.61,251.98,22975,21741,543,21198,0.024975852076721403,63,35,150,128,0,17,38,27,85,D03,C05,4,2,30,13,9,3,3,11,3,5,1,0,84,216.46,F03,30,1,68,15,38.65,2,5,18872.0,3.8636677245756865,2.576904761904762,74.0,229.32,0.028092976755811048,1.0,2.0,15856.0,2025-06,0.08787878787878788,0.30303030303030304,0.4303030303030303,0.3878787878787879,0.30303030303030304,0.07575757575757576,0.26464646464646463,bajo
2025-06,M09,P02,25,250,13.16,1.28,3.82,231.74,21175,20005,562,19443,0.028092976755811048,46,62,143,52,26,71,0,19,143,D03,C10,4,1,31,11,6,4,4,5,1,6,1,0,74,229.32,F03,31,1,64,13,40.29,2,6,15856.0,3.699075231192202,3.098918918918919,77.0,275.84,0.026950813609467456,3.0,2.0,17070.0,2025-07,0.13484848484848486,0.4636363636363636,0.3575757575757576,0.740909090909091,0.30303030303030304,0.15454545454545454,0.35909090909090907,bajo
2025-07,M09,P02,27,270,13.17,1.59,4.6,250.65,22944,21632,583,21049,0.026950813609467456,50,69,155,41,37,68,0,70,93,D03,C10,3,3,32,8,9,4,4,4,1,6,3,0,77,275.84,F03,32,3,69,16,57.32,2,7,17070.0,3.559541420118343,3.582337662337662,87.0,283.91,0.030018671901182552,3.0,2.0,18966.0,2025-08,0.36818181818181817,0.48484848484848486,0.5242424242424243,0.740909090909091,0.30303030303030304,0.3333333333333333,0.45909090909090916,medio
2025-08,M09,P02,26,260,13.16,1.27,4.73,240.83,22077,20887,627,20260,0.030018671901182552,95,50,129,97,11,88,19,77,61,D03,C10,5,3,39,10,9,2,1,8,3,4,3,0,87,283.91,F03,39,3,70,18,58.74,2,8,18966.0,4.1652702638004495,3.2633333333333336,81.0,247.07,0.024114291193249916,1.0,2.0,18586.0,2025-09,0.21818181818181817,0.3787878787878788,0.20303030303030303,0.3878787878787879,0.30303030303030304,0.296969696969697,0.29797979797979796,bajo
2025-09,M09,P02,26,260,13.16,1.45,4.12,241.27,22057,20859,503,20356,0.024114291193249916,125,83,121,32,31,10,0,12,89,D01,C10,8,2,30,10,7,7,2,6,1,7,1,0,81,247.07,F03,30,1,71,19,57.96,2,9,18586.0,3.883215878038257,3.050246913580247,65.0,190.22,0.022258138997921957,0.0,2.0,14402.0,2025-10,0.030303030303030304,0.17575757575757575,0.13333333333333333,0.15151515151515152,0.30303030303030304,0.021212121212121213,0.13585858585858587,bajo
2025-10,M09,P02,27,270,14.17,1.5,3.17,251.16,22867,21655,482,21173,0.022258138997921957,91,20,100,28,18,124,6,0,95,D06,C10,6,3,25,9,5,4,3,4,1,5,0,0,65,190.22,F03,25,0,70,15,43.9,2,10,14402.0,3.001616254906488,2.9264615384615382,88.0,331.05,0.02850415790001002,4.0,2.0,19220.0,2025-11,0.3984848484848485,0.6666666666666666,0.44545454545454544,0.8833333333333333,0.30303030303030304,0.3606060606060606,0.5095959595959596,medio
2025-11,M09,P02,25,250,12.15,1.22,5.52,231.11,21272,19962,569,19393,0.02850415790001002,52,54,144,43,49,10,6,116,95,D03,C10,3,2,38,10,10,4,2,8,2,5,4,0,88,331.05,F03,38,4,65,16,60.19,2,11,19220.0,4.408375914237051,3.7619318181818184,77.0,191.7,0.023981588032220943,2.0,2.0,16546.0,2025-12,0.13484848484848486,0.1787878787878788,0.19393939393939394,0.5621212121212121,0.30303030303030304,0.11818181818181818,0.2484848484848485,bajo
2025-01,M10,P02,27,270,14.17,1.41,5.63,248.79,22873,21531,770,20761,0.035762389113371415,42,75,148,92,42,179,31,49,112,D06,C12,2,5,41,16,5,5,2,9,4,7,2,0,98,338.02,F03,41,2,75,20,68.98,3,1,20210.0,4.5515767962472715,3.4491836734693875,89.0,286.42,0.033802522107686674,2.0,3.0,20568.0,2025-02,0.4318181818181818,0.48787878787878786,0.6909090909090909,0.5621212121212121,0.6439393939393939,0.509090909090909,0.5542929292929294,medio
2025-02,M10,P02,24,240,12.15,1.07,4.77,222.01,20387,19111,646,18465,0.033802522107686674,166,19,157,72,29,50,34,44,75,D01,C01,10,3,36,9,10,2,5,5,2,5,2,0,89,286.42,F03,36,2,70,22,70.8,3,2,20568.0,4.65700381978965,3.2182022471910114,89.0,300.99,0.034286814986034864,1.0,3.0,20220.0,2025-03,0.4318181818181818,0.5454545454545454,0.706060606060606,0.3878787878787879,0.6439393939393939,0.47575757575757577,0.5318181818181819,medio
2025-03,M10,P02,26,260,13.16,1.11,5.02,240.72,22093,20766,712,20054,0.034286814986034864,132,42,121,85,43,147,6,32,104,D06,C01,8,2,36,7,7,7,5,6,2,8,1,0,89,300.99,F03,36,1,73,21,71.02,3,3,20220.0,4.285851873254358,3.3819101123595505,106.0,369.97,0.03907085236660511,3.0,4.0,24374.0,2025-04,0.753030303030303,0.7636363636363637,0.8181818181818182,0.740909090909091,0.8393939393939394,0.7848484848484848,0.7833333333333333,alto
2025-04,M10,P02,26,260,13.16,1.22,6.17,239.45,22081,20578,804,19774,0.03907085236660511,204,38,136,60,39,127,12,69,119,D01,C01,10,6,37,12,9,4,4,13,2,6,3,0,106,369.97,F03,37,3,79,27,94.24,4,4,24374.0,5.151132277189231,3.490283018867925,95.0,187.72,0.027928341754708316,0.0,2.0,20068.0,2025-05,0.5666666666666667,0.1606060606060606,0.41515151515151516,0.15151515151515152,0.30303030303030304,0.4575757575757576,0.34242424242424246,bajo
2025-05,M10,P02,27,270,13.17,1.51,3.13,252.19,22952,21770,608,21162,0.027928341754708316,106,51,140,69,17,121,0,0,104,D03,C01,6,3,40,10,7,3,8,12,2,4,0,0,95,187.72,F03,40,0,68,15,29.64,2,5,20068.0,4.363803399173174,1.976,85.0,299.31,0.03122799959770693,3.0,3.0,19526.0,2025-06,0.32575757575757575,0.5363636363636364,0.5727272727272728,0.740909090909091,0.6439393939393939,0.396969696969697,0.5361111111111111,medio
2025-06,M10,P02,25,250,13.16,1.11,4.99,230.74,21191,19886,621,19265,0.03122799959770693,139,28,137,39,25,68,0,94,91,D01,C01,9,1,37,7,9,2,3,7,3,4,3,0,85,299.31,F03,37,3,71,20,70.43,3,6,19526.0,4.274363874082269,3.521294117647059,105.0,372.53,0.03534554925123244,2.0,3.0,23218.0,2025-07,0.7424242424242424,0.7757575757575758,0.7272727272727273,0.5621212121212121,0.6439393939393939,0.7272727272727273,0.6964646464646465,alto
2025-07,M10,P02,27,270,13.17,1.48,6.21,249.15,22958,21502,760,20742,0.03534554925123244,83,129,184,69,63,45,0,45,142,D03,C10,5,3,45,7,10,4,7,12,1,9,2,0,105,372.53,F03,45,2,73,20,70.96,3,7,23218.0,4.88326667286764,3.5479047619047615,103.0,444.03,0.03540986800448103,4.0,4.0,24304.0,2025-08,0.7257575757575757,0.896969696969697,0.7333333333333333,0.8833333333333333,0.8393939393939394,0.7787878787878788,0.8095959595959595,alto
